,geometry,species_count
26584,POINT (-84.15500673002227 10.327210180985873),45
26585,POINT (-84.15500673002227 10.337079580985872),45
26586,POINT (-84.15500673002227 10.346948980985871),44
26587,POINT (-84.15500673002227 10.356818380985871),46
26588,POINT (-84.15500673002227 10.36668778098587),50
26589,POINT (-84.15500673002227 10.37655718098587),49
26590,POINT (-84.15500673002227 10.38642658098587),50
26591,POINT (-84.15500673002227 10.396295980985869),50
26592,POINT (-84.15500673002227 10.406165380985868),50
26593,POINT (-84.15500673002227 10.416034780985868),52
26594,POINT (-84.15500673002227 10.425904180985867),52
26595,POINT (-84.15500673002227 10.435773580985867),52
26596,POINT (-84.15500673002227 10.445642980985866),52
26597,POINT (-84.15500673002227 10.455512380985866),52
26598,POINT (-84.15500673002227 10.465381780985865),53
26599,POINT (-84.15500673002227 10.475251180985865),53
26600,POINT (-84.15500673002227 10.485120580985864),52
26601,POINT (-84.15500673002227 10.494989980985864),51
26602,POINT (-84.15500673002227 10.504859380985863),50
26603,POINT (-84.15500673002227 10.514728780985862),50
26604,POINT (-84.15500673002227 10.524598180985862),50
26605,POINT (-84.15500673002227 10.534467580985861),50
26606,POINT (-84.15500673002227 10.544336980985861),49
26607,POINT (-84.15500673002227 10.55420638098586),48
26608,POINT (-84.15500673002227 10.56407578098586),47
26609,POINT (-84.15500673002227 10.57394518098586),46
26610,POINT (-84.15500673002227 10.583814580985859),46
26611,POINT (-84.15500673002227 10.593683980985858),44
26612,POINT (-84.15500673002227 10.603553380985858),44
26613,POINT (-84.15500673002227 10.613422780985857),43
26614,POINT (-84.15500673002227 10.623292180985857),43
26615,POINT (-84.15500673002227 10.633161580985856),43
26616,POINT (-84.15500673002227 10.643030980985856),43
26617,POINT (-84.15500673002227 10.652900380985855),43
26618,POINT (-84.15500673002227 10.662769780985855),43
26619,POINT (-84.15500673002227 10.672639180985854),43
26620,POINT (-84.15500673002227 10.682508580985854),43
26621,POINT (-84.15500673002227 10.692377980985853),42
26622,POINT (-84.15500673002227 10.702247380985852),42
26623,POINT (-84.15500673002227 10.712116780985852),42
26624,POINT (-84.15500673002227 10.721986180985851),43
26625,POINT (-84.15500673002227 10.731855580985851),43
26626,POINT (-84.15500673002227 10.74172498098585),41
26627,POINT (-84.15500673002227 10.75159438098585),42
26628,POINT (-84.15500673002227 10.76146378098585),41
26629,POINT (-84.15500673002227 10.771333180985849),40
26630,POINT (-84.15500673002227 10.781202580985848),40
26631,POINT (-84.14692203002227 9.409355980985922),42
26632,POINT (-84.14692203002227 9.419225380985921),42
26633,POINT (-84.14692203002227 9.42909478098592),42
26634,POINT (-84.14692203002227 9.43896418098592),42
26635,POINT (-84.14692203002227 9.44883358098592),42
26636,POINT (-84.14692203002227 9.458702980985919),42
26637,POINT (-84.14692203002227 9.468572380985918),42
26638,POINT (-84.14692203002227 9.478441780985918),42
26639,POINT (-84.14692203002227 9.488311180985917),43
26640,POINT (-84.14692203002227 9.498180580985917),42
26641,POINT (-84.14692203002227 9.508049980985916),42
26642,POINT (-84.14692203002227 9.517919380985916),42
26643,POINT (-84.14692203002227 9.527788780985915),41
26644,POINT (-84.14692203002227 9.537658180985915),42
26645,POINT (-84.14692203002227 9.547527580985914),42
26646,POINT (-84.14692203002227 9.557396980985914),41
26647,POINT (-84.14692203002227 9.567266380985913),40
26648,POINT (-84.14692203002227 9.577135780985913),39
26649,POINT (-84.14692203002227 9.587005180985912),39
26650,POINT (-84.14692203002227 9.596874580985912),39
26651,POINT (-84.14692203002227 9.606743980985911),36
26652,POINT (-84.14692203002227 9.61661338098591),35
26653,POINT (-84.14692203002227 9.62648278098591),34
26654,POINT (-84.14692203002227 9.63635218098591),32
26655,POINT (-84.14692203002227 9.646221580985909),32
26656,POINT (-84.14692203002227 9.656090980985908),33
26657,POINT (-84.14692203002227 9.665960380985908),31
26658,POINT (-84.14692203002227 9.675829780985907),30
26659,POINT (-84.14692203002227 9.685699180985907),25
26660,POINT (-84.14692203002227 9.695568580985906),24
26661,POINT (-84.14692203002227 9.705437980985906),23
26662,POINT (-84.14692203002227 9.715307380985905),22
26663,POINT (-84.14692203002227 9.725176780985905),22
26664,POINT (-84.14692203002227 9.735046180985904),22
26665,POINT (-84.14692203002227 9.744915580985904),23
26666,POINT (-84.14692203002227 9.754784980985903),21
26667,POINT (-84.14692203002227 9.764654380985903),21
26668,POINT (-84.14692203002227 9.774523780985902),21
26669,POINT (-84.14692203002227 9.784393180985901),20
26670,POINT (-84.14692203002227 9.794262580985901),18
26671,POINT (-84.14692203002227 9.8041319809859),18
26672,POINT (-84.14692203002227 9.8140013809859),20
26673,POINT (-84.14692203002227 9.8238707809859),19
26674,POINT (-84.14692203002227 9.833740180985899),19
26675,POINT (-84.14692203002227 9.843609580985898),22
26676,POINT (-84.14692203002227 9.853478980985898),22
26677,POINT (-84.14692203002227 9.863348380985897),21
26678,POINT (-84.14692203002227 9.873217780985897),23
26679,POINT (-84.14692203002227 9.883087180985896),23
26680,POINT (-84.14692203002227 9.892956580985896),21
26681,POINT (-84.14692203002227 9.902825980985895),20
26682,POINT (-84.14692203002227 9.912695380985895),19
26683,POINT (-84.14692203002227 9.922564780985894),20
26684,POINT (-84.14692203002227 9.932434180985894),20
26685,POINT (-84.14692203002227 9.942303580985893),20
26686,POINT (-84.14692203002227 9.952172980985893),20
26687,POINT (-84.14692203002227 9.962042380985892),19
26688,POINT (-84.14692203002227 9.971911780985891),19
26689,POINT (-84.14692203002227 9.981781180985891),19
26690,POINT (-84.14692203002227 9.99165058098589),19
26691,POINT (-84.14692203002227 10.00151998098589),20
26692,POINT (-84.14692203002227 10.01138938098589),20
26693,POINT (-84.14692203002227 10.021258780985889),21
26694,POINT (-84.14692203002227 10.031128180985888),20
26695,POINT (-84.14692203002227 10.040997580985888),19
26696,POINT (-84.14692203002227 10.050866980985887),21
26697,POINT (-84.14692203002227 10.060736380985887),20
26698,POINT (-84.14692203002227 10.070605780985886),21
26699,POINT (-84.14692203002227 10.080475180985886),22
26700,POINT (-84.14692203002227 10.090344580985885),22
26701,POINT (-84.14692203002227 10.100213980985885),21
26702,POINT (-84.14692203002227 10.110083380985884),24
26703,POINT (-84.14692203002227 10.119952780985884),25
26704,POINT (-84.14692203002227 10.129822180985883),24
26705,POINT (-84.14692203002227 10.139691580985883),25
26706,POINT (-84.14692203002227 10.149560980985882),25
26707,POINT (-84.14692203002227 10.159430380985881),26
26708,POINT (-84.14692203002227 10.169299780985881),26
26709,POINT (-84.14692203002227 10.17916918098588),25
26710,POINT (-84.14692203002227 10.18903858098588),26
26711,POINT (-84.14692203002227 10.19890798098588),30
26712,POINT (-84.14692203002227 10.208777380985879),32
26713,POINT (-84.14692203002227 10.218646780985878),29
26714,POINT (-84.14692203002227 10.228516180985878),34
26715,POINT (-84.14692203002227 10.238385580985877),36
26716,POINT (-84.14692203002227 10.248254980985877),33
26717,POINT (-84.14692203002227 10.258124380985876),38
26718,POINT (-84.14692203002227 10.267993780985876),40
26719,POINT (-84.14692203002227 10.277863180985875),38
26720,POINT (-84.14692203002227 10.287732580985875),41
26721,POINT (-84.14692203002227 10.297601980985874),43
26722,POINT (-84.14692203002227 10.307471380985874),44
26723,POINT (-84.14692203002227 10.317340780985873),45
26724,POINT (-84.14692203002227 10.327210180985873),45
26725,POINT (-84.14692203002227 10.337079580985872),47
26726,POINT (-84.14692203002227 10.346948980985871),44
26727,POINT (-84.14692203002227 10.356818380985871),47
26728,POINT (-84.14692203002227 10.36668778098587),50
26729,POINT (-84.14692203002227 10.37655718098587),49
26730,POINT (-84.14692203002227 10.38642658098587),50
26731,POINT (-84.14692203002227 10.396295980985869),50
26732,POINT (-84.14692203002227 10.406165380985868),51
26733,POINT (-84.14692203002227 10.416034780985868),52
26734,POINT (-84.14692203002227 10.425904180985867),52
26735,POINT (-84.14692203002227 10.435773580985867),52
26736,POINT (-84.14692203002227 10.445642980985866),52
26737,POINT (-84.14692203002227 10.455512380985866),53
26738,POINT (-84.14692203002227 10.465381780985865),53
26739,POINT (-84.14692203002227 10.475251180985865),52
26740,POINT (-84.14692203002227 10.485120580985864),52
26741,POINT (-84.14692203002227 10.494989980985864),51
26742,POINT (-84.14692203002227 10.504859380985863),50
26743,POINT (-84.14692203002227 10.514728780985862),50
26744,POINT (-84.14692203002227 10.524598180985862),50
26745,POINT (-84.14692203002227 10.534467580985861),50
26746,POINT (-84.14692203002227 10.544336980985861),49
26747,POINT (-84.14692203002227 10.55420638098586),47
26748,POINT (-84.14692203002227 10.56407578098586),47
26749,POINT (-84.14692203002227 10.57394518098586),46
26750,POINT (-84.14692203002227 10.583814580985859),46
26751,POINT (-84.14692203002227 10.593683980985858),44
26752,POINT (-84.14692203002227 10.603553380985858),44
26753,POINT (-84.14692203002227 10.613422780985857),43
26754,POINT (-84.14692203002227 10.623292180985857),43
26755,POINT (-84.14692203002227 10.633161580985856),43
26756,POINT (-84.14692203002227 10.643030980985856),43
26757,POINT (-84.14692203002227 10.652900380985855),43
26758,POINT (-84.14692203002227 10.662769780985855),43
26759,POINT (-84.14692203002227 10.672639180985854),43
26760,POINT (-84.14692203002227 10.682508580985854),43
26761,POINT (-84.14692203002227 10.692377980985853),42
26762,POINT (-84.14692203002227 10.702247380985852),42
26763,POINT (-84.14692203002227 10.712116780985852),42
26764,POINT (-84.14692203002227 10.721986180985851),43
26765,POINT (-84.14692203002227 10.731855580985851),42
26766,POINT (-84.14692203002227 10.74172498098585),41
26767,POINT (-84.14692203002227 10.75159438098585),41
26768,POINT (-84.14692203002227 10.76146378098585),41
26769,POINT (-84.14692203002227 10.771333180985849),40
26770,POINT (-84.14692203002227 10.781202580985848),40
26771,POINT (-84.13883733002227 9.409355980985922),43
26772,POINT (-84.13883733002227 9.419225380985921),43
26773,POINT (-84.13883733002227 9.42909478098592),43
26774,POINT (-84.13883733002227 9.43896418098592),42
26775,POINT (-84.13883733002227 9.44883358098592),42
26776,POINT (-84.13883733002227 9.458702980985919),42
26777,POINT (-84.13883733002227 9.468572380985918),42
26778,POINT (-84.13883733002227 9.478441780985918),42
26779,POINT (-84.13883733002227 9.488311180985917),42
26780,POINT (-84.13883733002227 9.498180580985917),42
26781,POINT (-84.13883733002227 9.508049980985916),43
26782,POINT (-84.13883733002227 9.517919380985916),42
26783,POINT (-84.13883733002227 9.527788780985915),42
26784,POINT (-84.13883733002227 9.537658180985915),42
26785,POINT (-84.13883733002227 9.547527580985914),42
26786,POINT (-84.13883733002227 9.557396980985914),40
26787,POINT (-84.13883733002227 9.567266380985913),40
26788,POINT (-84.13883733002227 9.577135780985913),39
26789,POINT (-84.13883733002227 9.587005180985912),39
26790,POINT (-84.13883733002227 9.596874580985912),35
26791,POINT (-84.13883733002227 9.606743980985911),35
26792,POINT (-84.13883733002227 9.61661338098591),33
26793,POINT (-84.13883733002227 9.62648278098591),32
26794,POINT (-84.13883733002227 9.63635218098591),32
26795,POINT (-84.13883733002227 9.646221580985909),32
26796,POINT (-84.13883733002227 9.656090980985908),31
26797,POINT (-84.13883733002227 9.665960380985908),31
26798,POINT (-84.13883733002227 9.675829780985907),30
26799,POINT (-84.13883733002227 9.685699180985907),24
26800,POINT (-84.13883733002227 9.695568580985906),24
26801,POINT (-84.13883733002227 9.705437980985906),23
26802,POINT (-84.13883733002227 9.715307380985905),21
26803,POINT (-84.13883733002227 9.725176780985905),22
26804,POINT (-84.13883733002227 9.735046180985904),22
26805,POINT (-84.13883733002227 9.744915580985904),22
26806,POINT (-84.13883733002227 9.754784980985903),21
26807,POINT (-84.13883733002227 9.764654380985903),21
26808,POINT (-84.13883733002227 9.774523780985902),21
26809,POINT (-84.13883733002227 9.784393180985901),20
26810,POINT (-84.13883733002227 9.794262580985901),18
26811,POINT (-84.13883733002227 9.8041319809859),18
26812,POINT (-84.13883733002227 9.8140013809859),20
26813,POINT (-84.13883733002227 9.8238707809859),19
26814,POINT (-84.13883733002227 9.833740180985899),19
26815,POINT (-84.13883733002227 9.843609580985898),21
26816,POINT (-84.13883733002227 9.853478980985898),22
26817,POINT (-84.13883733002227 9.863348380985897),21
26818,POINT (-84.13883733002227 9.873217780985897),22
26819,POINT (-84.13883733002227 9.883087180985896),22
26820,POINT (-84.13883733002227 9.892956580985896),21
26821,POINT (-84.13883733002227 9.902825980985895),20
26822,POINT (-84.13883733002227 9.912695380985895),20
26823,POINT (-84.13883733002227 9.922564780985894),20
26824,POINT (-84.13883733002227 9.932434180985894),20
26825,POINT (-84.13883733002227 9.942303580985893),19
26826,POINT (-84.13883733002227 9.952172980985893),19
26827,POINT (-84.13883733002227 9.962042380985892),19
26828,POINT (-84.13883733002227 9.971911780985891),19
26829,POINT (-84.13883733002227 9.981781180985891),19
26830,POINT (-84.13883733002227 9.99165058098589),19
26831,POINT (-84.13883733002227 10.00151998098589),20
26832,POINT (-84.13883733002227 10.01138938098589),20
26833,POINT (-84.13883733002227 10.021258780985889),20
26834,POINT (-84.13883733002227 10.031128180985888),20
26835,POINT (-84.13883733002227 10.040997580985888),21
26836,POINT (-84.13883733002227 10.050866980985887),21
26837,POINT (-84.13883733002227 10.060736380985887),22
26838,POINT (-84.13883733002227 10.070605780985886),22
26839,POINT (-84.13883733002227 10.080475180985886),22
26840,POINT (-84.13883733002227 10.090344580985885),22
26841,POINT (-84.13883733002227 10.100213980985885),23
26842,POINT (-84.13883733002227 10.110083380985884),24
26843,POINT (-84.13883733002227 10.119952780985884),25
26844,POINT (-84.13883733002227 10.129822180985883),24
26845,POINT (-84.13883733002227 10.139691580985883),24
26846,POINT (-84.13883733002227 10.149560980985882),26
26847,POINT (-84.13883733002227 10.159430380985881),26
26848,POINT (-84.13883733002227 10.169299780985881),26
26849,POINT (-84.13883733002227 10.17916918098588),25
26850,POINT (-84.13883733002227 10.18903858098588),27
26851,POINT (-84.13883733002227 10.19890798098588),31
26852,POINT (-84.13883733002227 10.208777380985879),31
26853,POINT (-84.13883733002227 10.218646780985878),29
26854,POINT (-84.13883733002227 10.228516180985878),33
26855,POINT (-84.13883733002227 10.238385580985877),35
26856,POINT (-84.13883733002227 10.248254980985877),35
26857,POINT (-84.13883733002227 10.258124380985876),39
26858,POINT (-84.13883733002227 10.267993780985876),39
26859,POINT (-84.13883733002227 10.277863180985875),39
26860,POINT (-84.13883733002227 10.287732580985875),41
26861,POINT (-84.13883733002227 10.297601980985874),44
26862,POINT (-84.13883733002227 10.307471380985874),44
26863,POINT (-84.13883733002227 10.317340780985873),45
26864,POINT (-84.13883733002227 10.327210180985873),44
26865,POINT (-84.13883733002227 10.337079580985872),46
26866,POINT (-84.13883733002227 10.346948980985871),45
26867,POINT (-84.13883733002227 10.356818380985871),48
26868,POINT (-84.13883733002227 10.36668778098587),50
26869,POINT (-84.13883733002227 10.37655718098587),50
26870,POINT (-84.13883733002227 10.38642658098587),50
26871,POINT (-84.13883733002227 10.396295980985869),50
26872,POINT (-84.13883733002227 10.406165380985868),51
26873,POINT (-84.13883733002227 10.416034780985868),52
