,geometry,species_count
26046,POINT (-84.18734553002226 10.494989980985864),51
26047,POINT (-84.18734553002226 10.504859380985863),51
26048,POINT (-84.18734553002226 10.514728780985862),50
26049,POINT (-84.18734553002226 10.524598180985862),49
26050,POINT (-84.18734553002226 10.534467580985861),49
26051,POINT (-84.18734553002226 10.544336980985861),48
26052,POINT (-84.18734553002226 10.55420638098586),48
26053,POINT (-84.18734553002226 10.56407578098586),47
26054,POINT (-84.18734553002226 10.57394518098586),47
26055,POINT (-84.18734553002226 10.583814580985859),45
26056,POINT (-84.18734553002226 10.593683980985858),45
26057,POINT (-84.18734553002226 10.603553380985858),44
26058,POINT (-84.18734553002226 10.613422780985857),44
26059,POINT (-84.18734553002226 10.623292180985857),43
26060,POINT (-84.18734553002226 10.633161580985856),43
26061,POINT (-84.18734553002226 10.643030980985856),43
26062,POINT (-84.18734553002226 10.652900380985855),43
26063,POINT (-84.18734553002226 10.662769780985855),42
26064,POINT (-84.18734553002226 10.672639180985854),42
26065,POINT (-84.18734553002226 10.682508580985854),43
26066,POINT (-84.18734553002226 10.692377980985853),42
26067,POINT (-84.18734553002226 10.702247380985852),42
26068,POINT (-84.18734553002226 10.712116780985852),42
26069,POINT (-84.18734553002226 10.721986180985851),42
26070,POINT (-84.18734553002226 10.731855580985851),43
26071,POINT (-84.18734553002226 10.74172498098585),43
26072,POINT (-84.18734553002226 10.75159438098585),41
26073,POINT (-84.18734553002226 10.76146378098585),42
26074,POINT (-84.18734553002226 10.771333180985849),40
26075,POINT (-84.18734553002226 10.781202580985848),40
26076,POINT (-84.18734553002226 10.791071980985848),40
26077,POINT (-84.17926083002226 9.42909478098592),0
26078,POINT (-84.17926083002226 9.43896418098592),41
26079,POINT (-84.17926083002226 9.44883358098592),41
26080,POINT (-84.17926083002226 9.458702980985919),41
26081,POINT (-84.17926083002226 9.468572380985918),41
26082,POINT (-84.17926083002226 9.478441780985918),41
26083,POINT (-84.17926083002226 9.488311180985917),41
26084,POINT (-84.17926083002226 9.498180580985917),41
26085,POINT (-84.17926083002226 9.508049980985916),40
26086,POINT (-84.17926083002226 9.517919380985916),41
26087,POINT (-84.17926083002226 9.527788780985915),43
26088,POINT (-84.17926083002226 9.537658180985915),43
26089,POINT (-84.17926083002226 9.547527580985914),42
26090,POINT (-84.17926083002226 9.557396980985914),43
26091,POINT (-84.17926083002226 9.567266380985913),43
26092,POINT (-84.17926083002226 9.577135780985913),41
26093,POINT (-84.17926083002226 9.587005180985912),41
26094,POINT (-84.17926083002226 9.596874580985912),40
26095,POINT (-84.17926083002226 9.606743980985911),39
26096,POINT (-84.17926083002226 9.61661338098591),38
26097,POINT (-84.17926083002226 9.62648278098591),39
26098,POINT (-84.17926083002226 9.63635218098591),37
26099,POINT (-84.17926083002226 9.646221580985909),36
26100,POINT (-84.17926083002226 9.656090980985908),35
26101,POINT (-84.17926083002226 9.665960380985908),33
26102,POINT (-84.17926083002226 9.675829780985907),33
26103,POINT (-84.17926083002226 9.685699180985907),31
26104,POINT (-84.17926083002226 9.695568580985906),30
26105,POINT (-84.17926083002226 9.705437980985906),27
26106,POINT (-84.17926083002226 9.715307380985905),23
26107,POINT (-84.17926083002226 9.725176780985905),22
26108,POINT (-84.17926083002226 9.735046180985904),22
26109,POINT (-84.17926083002226 9.744915580985904),21
26110,POINT (-84.17926083002226 9.754784980985903),23
26111,POINT (-84.17926083002226 9.764654380985903),23
26112,POINT (-84.17926083002226 9.774523780985902),23
26113,POINT (-84.17926083002226 9.784393180985901),22
26114,POINT (-84.17926083002226 9.794262580985901),20
26115,POINT (-84.17926083002226 9.8041319809859),20
26116,POINT (-84.17926083002226 9.8140013809859),20
26117,POINT (-84.17926083002226 9.8238707809859),20
26118,POINT (-84.17926083002226 9.833740180985899),20
26119,POINT (-84.17926083002226 9.843609580985898),19
26120,POINT (-84.17926083002226 9.853478980985898),20
26121,POINT (-84.17926083002226 9.863348380985897),21
26122,POINT (-84.17926083002226 9.873217780985897),21
26123,POINT (-84.17926083002226 9.883087180985896),20
26124,POINT (-84.17926083002226 9.892956580985896),19
26125,POINT (-84.17926083002226 9.902825980985895),19
26126,POINT (-84.17926083002226 9.912695380985895),19
26127,POINT (-84.17926083002226 9.922564780985894),21
26128,POINT (-84.17926083002226 9.932434180985894),21
26129,POINT (-84.17926083002226 9.942303580985893),22
26130,POINT (-84.17926083002226 9.952172980985893),22
26131,POINT (-84.17926083002226 9.962042380985892),21
26132,POINT (-84.17926083002226 9.971911780985891),20
26133,POINT (-84.17926083002226 9.981781180985891),20
26134,POINT (-84.17926083002226 9.99165058098589),20
26135,POINT (-84.17926083002226 10.00151998098589),21
26136,POINT (-84.17926083002226 10.01138938098589),19
26137,POINT (-84.17926083002226 10.021258780985889),17
26138,POINT (-84.17926083002226 10.031128180985888),18
26139,POINT (-84.17926083002226 10.040997580985888),19
26140,POINT (-84.17926083002226 10.050866980985887),20
26141,POINT (-84.17926083002226 10.060736380985887),20
26142,POINT (-84.17926083002226 10.070605780985886),20
26143,POINT (-84.17926083002226 10.080475180985886),21
26144,POINT (-84.17926083002226 10.090344580985885),21
26145,POINT (-84.17926083002226 10.100213980985885),21
26146,POINT (-84.17926083002226 10.110083380985884),20
26147,POINT (-84.17926083002226 10.119952780985884),23
26148,POINT (-84.17926083002226 10.129822180985883),27
26149,POINT (-84.17926083002226 10.139691580985883),26
26150,POINT (-84.17926083002226 10.149560980985882),25
26151,POINT (-84.17926083002226 10.159430380985881),25
26152,POINT (-84.17926083002226 10.169299780985881),25
26153,POINT (-84.17926083002226 10.17916918098588),25
26154,POINT (-84.17926083002226 10.18903858098588),26
26155,POINT (-84.17926083002226 10.19890798098588),29
26156,POINT (-84.17926083002226 10.208777380985879),31
26157,POINT (-84.17926083002226 10.218646780985878),29
26158,POINT (-84.17926083002226 10.228516180985878),29
26159,POINT (-84.17926083002226 10.238385580985877),36
26160,POINT (-84.17926083002226 10.248254980985877),33
26161,POINT (-84.17926083002226 10.258124380985876),36
26162,POINT (-84.17926083002226 10.267993780985876),38
26163,POINT (-84.17926083002226 10.277863180985875),39
26164,POINT (-84.17926083002226 10.287732580985875),38
26165,POINT (-84.17926083002226 10.297601980985874),41
26166,POINT (-84.17926083002226 10.307471380985874),41
26167,POINT (-84.17926083002226 10.317340780985873),41
26168,POINT (-84.17926083002226 10.327210180985873),44
26169,POINT (-84.17926083002226 10.337079580985872),45
26170,POINT (-84.17926083002226 10.346948980985871),45
26171,POINT (-84.17926083002226 10.356818380985871),43
26172,POINT (-84.17926083002226 10.36668778098587),48
26173,POINT (-84.17926083002226 10.37655718098587),50
26174,POINT (-84.17926083002226 10.38642658098587),51
26175,POINT (-84.17926083002226 10.396295980985869),51
26176,POINT (-84.17926083002226 10.406165380985868),51
26177,POINT (-84.17926083002226 10.416034780985868),51
26178,POINT (-84.17926083002226 10.425904180985867),52
26179,POINT (-84.17926083002226 10.435773580985867),51
26180,POINT (-84.17926083002226 10.445642980985866),52
26181,POINT (-84.17926083002226 10.455512380985866),52
26182,POINT (-84.17926083002226 10.465381780985865),52
26183,POINT (-84.17926083002226 10.475251180985865),52
26184,POINT (-84.17926083002226 10.485120580985864),51
26185,POINT (-84.17926083002226 10.494989980985864),51
26186,POINT (-84.17926083002226 10.504859380985863),51
26187,POINT (-84.17926083002226 10.514728780985862),50
26188,POINT (-84.17926083002226 10.524598180985862),50
26189,POINT (-84.17926083002226 10.534467580985861),49
26190,POINT (-84.17926083002226 10.544336980985861),48
26191,POINT (-84.17926083002226 10.55420638098586),48
26192,POINT (-84.17926083002226 10.56407578098586),47
26193,POINT (-84.17926083002226 10.57394518098586),47
26194,POINT (-84.17926083002226 10.583814580985859),45
26195,POINT (-84.17926083002226 10.593683980985858),45
26196,POINT (-84.17926083002226 10.603553380985858),44
26197,POINT (-84.17926083002226 10.613422780985857),44
26198,POINT (-84.17926083002226 10.623292180985857),43
26199,POINT (-84.17926083002226 10.633161580985856),43
26200,POINT (-84.17926083002226 10.643030980985856),43
26201,POINT (-84.17926083002226 10.652900380985855),43
26202,POINT (-84.17926083002226 10.662769780985855),42
26203,POINT (-84.17926083002226 10.672639180985854),43
26204,POINT (-84.17926083002226 10.682508580985854),43
26205,POINT (-84.17926083002226 10.692377980985853),42
26206,POINT (-84.17926083002226 10.702247380985852),42
26207,POINT (-84.17926083002226 10.712116780985852),42
26208,POINT (-84.17926083002226 10.721986180985851),42
26209,POINT (-84.17926083002226 10.731855580985851),43
26210,POINT (-84.17926083002226 10.74172498098585),43
26211,POINT (-84.17926083002226 10.75159438098585),42
26212,POINT (-84.17926083002226 10.76146378098585),42
26213,POINT (-84.17926083002226 10.771333180985849),40
26214,POINT (-84.17926083002226 10.781202580985848),40
26215,POINT (-84.17117613002226 9.42909478098592),35
26216,POINT (-84.17117613002226 9.43896418098592),41
26217,POINT (-84.17117613002226 9.44883358098592),41
26218,POINT (-84.17117613002226 9.458702980985919),41
26219,POINT (-84.17117613002226 9.468572380985918),41
26220,POINT (-84.17117613002226 9.478441780985918),41
26221,POINT (-84.17117613002226 9.488311180985917),41
26222,POINT (-84.17117613002226 9.498180580985917),41
26223,POINT (-84.17117613002226 9.508049980985916),41
26224,POINT (-84.17117613002226 9.517919380985916),42
26225,POINT (-84.17117613002226 9.527788780985915),42
26226,POINT (-84.17117613002226 9.537658180985915),43
26227,POINT (-84.17117613002226 9.547527580985914),43
26228,POINT (-84.17117613002226 9.557396980985914),43
26229,POINT (-84.17117613002226 9.567266380985913),43
26230,POINT (-84.17117613002226 9.577135780985913),41
26231,POINT (-84.17117613002226 9.587005180985912),41
26232,POINT (-84.17117613002226 9.596874580985912),40
26233,POINT (-84.17117613002226 9.606743980985911),39
26234,POINT (-84.17117613002226 9.61661338098591),36
26235,POINT (-84.17117613002226 9.62648278098591),39
26236,POINT (-84.17117613002226 9.63635218098591),36
26237,POINT (-84.17117613002226 9.646221580985909),35
26238,POINT (-84.17117613002226 9.656090980985908),33
26239,POINT (-84.17117613002226 9.665960380985908),33
26240,POINT (-84.17117613002226 9.675829780985907),31
26241,POINT (-84.17117613002226 9.685699180985907),31
26242,POINT (-84.17117613002226 9.695568580985906),27
26243,POINT (-84.17117613002226 9.705437980985906),24
26244,POINT (-84.17117613002226 9.715307380985905),22
26245,POINT (-84.17117613002226 9.725176780985905),23
26246,POINT (-84.17117613002226 9.735046180985904),22
26247,POINT (-84.17117613002226 9.744915580985904),22
26248,POINT (-84.17117613002226 9.754784980985903),24
26249,POINT (-84.17117613002226 9.764654380985903),23
26250,POINT (-84.17117613002226 9.774523780985902),22
26251,POINT (-84.17117613002226 9.784393180985901),21
26252,POINT (-84.17117613002226 9.794262580985901),20
26253,POINT (-84.17117613002226 9.8041319809859),19
26254,POINT (-84.17117613002226 9.8140013809859),20
26255,POINT (-84.17117613002226 9.8238707809859),19
26256,POINT (-84.17117613002226 9.833740180985899),20
26257,POINT (-84.17117613002226 9.843609580985898),20
26258,POINT (-84.17117613002226 9.853478980985898),21
26259,POINT (-84.17117613002226 9.863348380985897),22
26260,POINT (-84.17117613002226 9.873217780985897),22
26261,POINT (-84.17117613002226 9.883087180985896),21
26262,POINT (-84.17117613002226 9.892956580985896),21
26263,POINT (-84.17117613002226 9.902825980985895),19
26264,POINT (-84.17117613002226 9.912695380985895),19
26265,POINT (-84.17117613002226 9.922564780985894),19
26266,POINT (-84.17117613002226 9.932434180985894),20
26267,POINT (-84.17117613002226 9.942303580985893),21
26268,POINT (-84.17117613002226 9.952172980985893),21
26269,POINT (-84.17117613002226 9.962042380985892),20
26270,POINT (-84.17117613002226 9.971911780985891),19
26271,POINT (-84.17117613002226 9.981781180985891),19
26272,POINT (-84.17117613002226 9.99165058098589),20
26273,POINT (-84.17117613002226 10.00151998098589),20
26274,POINT (-84.17117613002226 10.01138938098589),19
26275,POINT (-84.17117613002226 10.021258780985889),19
26276,POINT (-84.17117613002226 10.031128180985888),19
26277,POINT (-84.17117613002226 10.040997580985888),19
26278,POINT (-84.17117613002226 10.050866980985887),20
26279,POINT (-84.17117613002226 10.060736380985887),20
26280,POINT (-84.17117613002226 10.070605780985886),20
26281,POINT (-84.17117613002226 10.080475180985886),22
26282,POINT (-84.17117613002226 10.090344580985885),21
26283,POINT (-84.17117613002226 10.100213980985885),21
26284,POINT (-84.17117613002226 10.110083380985884),20
26285,POINT (-84.17117613002226 10.119952780985884),25
26286,POINT (-84.17117613002226 10.129822180985883),27
26287,POINT (-84.17117613002226 10.139691580985883),26
26288,POINT (-84.17117613002226 10.149560980985882),25
26289,POINT (-84.17117613002226 10.159430380985881),26
26290,POINT (-84.17117613002226 10.169299780985881),24
26291,POINT (-84.17117613002226 10.17916918098588),25
26292,POINT (-84.17117613002226 10.18903858098588),25
26293,POINT (-84.17117613002226 10.19890798098588),31
26294,POINT (-84.17117613002226 10.208777380985879),31
26295,POINT (-84.17117613002226 10.218646780985878),30
26296,POINT (-84.17117613002226 10.228516180985878),31
26297,POINT (-84.17117613002226 10.238385580985877),35
26298,POINT (-84.17117613002226 10.248254980985877),33
26299,POINT (-84.17117613002226 10.258124380985876),36
26300,POINT (-84.17117613002226 10.267993780985876),39
26301,POINT (-84.17117613002226 10.277863180985875),38
26302,POINT (-84.17117613002226 10.287732580985875),39
26303,POINT (-84.17117613002226 10.297601980985874),43
26304,POINT (-84.17117613002226 10.307471380985874),44
26305,POINT (-84.17117613002226 10.317340780985873),41
26306,POINT (-84.17117613002226 10.327210180985873),44
26307,POINT (-84.17117613002226 10.337079580985872),45
26308,POINT (-84.17117613002226 10.346948980985871),45
26309,POINT (-84.17117613002226 10.356818380985871),44
26310,POINT (-84.17117613002226 10.36668778098587),49
26311,POINT (-84.17117613002226 10.37655718098587),50
26312,POINT (-84.17117613002226 10.38642658098587),51
26313,POINT (-84.17117613002226 10.396295980985869),51
26314,POINT (-84.17117613002226 10.406165380985868),51
26315,POINT (-84.17117613002226 10.416034780985868),51
26316,POINT (-84.17117613002226 10.425904180985867),51
26317,POINT (-84.17117613002226 10.435773580985867),52
26318,POINT (-84.17117613002226 10.445642980985866),52
26319,POINT (-84.17117613002226 10.455512380985866),52
26320,POINT (-84.17117613002226 10.465381780985865),52
26321,POINT (-84.17117613002226 10.475251180985865),53
26322,POINT (-84.17117613002226 10.485120580985864),51
26323,POINT (-84.17117613002226 10.494989980985864),51
26324,POINT (-84.17117613002226 10.504859380985863),50
26325,POINT (-84.17117613002226 10.514728780985862),50
26326,POINT (-84.17117613002226 10.524598180985862),50
26327,POINT (-84.17117613002226 10.534467580985861),49
26328,POINT (-84.17117613002226 10.544336980985861),49
26329,POINT (-84.17117613002226 10.55420638098586),48
26330,POINT (-84.17117613002226 10.56407578098586),47
26331,POINT (-84.17117613002226 10.57394518098586),47
26332,POINT (-84.17117613002226 10.583814580985859),45
26333,POINT (-84.17117613002226 10.593683980985858),45
26334,POINT (-84.17117613002226 10.603553380985858),44
26335,POINT (-84.17117613002226 10.613422780985857),43
26336,POINT (-84.17117613002226 10.623292180985857),43
26337,POINT (-84.17117613002226 10.633161580985856),43
26338,POINT (-84.17117613002226 10.643030980985856),43
26339,POINT (-84.17117613002226 10.652900380985855),43
26340,POINT (-84.17117613002226 10.662769780985855),43
26341,POINT (-84.17117613002226 10.672639180985854),43
26342,POINT (-84.17117613002226 10.682508580985854),43
26343,POINT (-84.17117613002226 10.692377980985853),42
26344,POINT (-84.17117613002226 10.702247380985852),42
26345,POINT (-84.17117613002226 10.712116780985852),42
26346,POINT (-84.17117613002226 10.721986180985851),42
26347,POINT (-84.17117613002226 10.731855580985851),43
26348,POINT (-84.17117613002226 10.74172498098585),42
26349,POINT (-84.17117613002226 10.75159438098585),42
26350,POINT (-84.17117613002226 10.76146378098585),41
26351,POINT (-84.17117613002226 10.771333180985849),40
26352,POINT (-84.17117613002226 10.781202580985848),40
26353,POINT (-84.16309143002226 9.419225380985921),42
26354,POINT (-84.16309143002226 9.42909478098592),42
26355,POINT (-84.16309143002226 9.43896418098592),42
26356,POINT (-84.16309143002226 9.44883358098592),42
26357,POINT (-84.16309143002226 9.458702980985919),42
26358,POINT (-84.16309143002226 9.468572380985918),41
26359,POINT (-84.16309143002226 9.478441780985918),41
26360,POINT (-84.16309143002226 9.488311180985917),41
26361,POINT (-84.16309143002226 9.498180580985917),41
26362,POINT (-84.16309143002226 9.508049980985916),41
26363,POINT (-84.16309143002226 9.517919380985916),42
26364,POINT (-84.16309143002226 9.527788780985915),42
26365,POINT (-84.16309143002226 9.537658180985915),41
26366,POINT (-84.16309143002226 9.547527580985914),42
26367,POINT (-84.16309143002226 9.557396980985914),43
26368,POINT (-84.16309143002226 9.567266380985913),42
26369,POINT (-84.16309143002226 9.577135780985913),41
26370,POINT (-84.16309143002226 9.587005180985912),40
26371,POINT (-84.16309143002226 9.596874580985912),40
26372,POINT (-84.16309143002226 9.606743980985911),36
26373,POINT (-84.16309143002226 9.61661338098591),36
26374,POINT (-84.16309143002226 9.62648278098591),34
26375,POINT (-84.16309143002226 9.63635218098591),36
26376,POINT (-84.16309143002226 9.646221580985909),34
26377,POINT (-84.16309143002226 9.656090980985908),33
26378,POINT (-84.16309143002226 9.665960380985908),32
26379,POINT (-84.16309143002226 9.675829780985907),31
26380,POINT (-84.16309143002226 9.685699180985907),30
26381,POINT (-84.16309143002226 9.695568580985906),26
26382,POINT (-84.16309143002226 9.705437980985906),24
26383,POINT (-84.16309143002226 9.715307380985905),23
26384,POINT (-84.16309143002226 9.725176780985905),23
26385,POINT (-84.16309143002226 9.735046180985904),22
26386,POINT (-84.16309143002226 9.744915580985904),23
26387,POINT (-84.16309143002226 9.754784980985903),24
26388,POINT (-84.16309143002226 9.764654380985903),23
26389,POINT (-84.16309143002226 9.774523780985902),21
26390,POINT (-84.16309143002226 9.784393180985901),21
26391,POINT (-84.16309143002226 9.794262580985901),20
26392,POINT (-84.16309143002226 9.8041319809859),19
26393,POINT (-84.16309143002226 9.8140013809859),19
26394,POINT (-84.16309143002226 9.8238707809859),20
26395,POINT (-84.16309143002226 9.833740180985899),19
26396,POINT (-84.16309143002226 9.843609580985898),21
26397,POINT (-84.16309143002226 9.853478980985898),23
26398,POINT (-84.16309143002226 9.863348380985897),22
26399,POINT (-84.16309143002226 9.873217780985897),22
26400,POINT (-84.16309143002226 9.883087180985896),21
26401,POINT (-84.16309143002226 9.892956580985896),21
26402,POINT (-84.16309143002226 9.902825980985895),19
26403,POINT (-84.16309143002226 9.912695380985895),19
26404,POINT (-84.16309143002226 9.922564780985894),19
26405,POINT (-84.16309143002226 9.932434180985894),20
26406,POINT (-84.16309143002226 9.942303580985893),21
26407,POINT (-84.16309143002226 9.952172980985893),21
26408,POINT (-84.16309143002226 9.962042380985892),19
26409,POINT (-84.16309143002226 9.971911780985891),19
26410,POINT (-84.16309143002226 9.981781180985891),19
26411,POINT (-84.16309143002226 9.99165058098589),20
26412,POINT (-84.16309143002226 10.00151998098589),19
26413,POINT (-84.16309143002226 10.01138938098589),19
26414,POINT (-84.16309143002226 10.021258780985889),21
26415,POINT (-84.16309143002226 10.031128180985888),19
26416,POINT (-84.16309143002226 10.040997580985888),19
26417,POINT (-84.16309143002226 10.050866980985887),20
26418,POINT (-84.16309143002226 10.060736380985887),21
26419,POINT (-84.16309143002226 10.070605780985886),21
26420,POINT (-84.16309143002226 10.080475180985886),22
26421,POINT (-84.16309143002226 10.090344580985885),21
26422,POINT (-84.16309143002226 10.100213980985885),22
26423,POINT (-84.16309143002226 10.110083380985884),22
26424,POINT (-84.16309143002226 10.119952780985884),25
26425,POINT (-84.16309143002226 10.129822180985883),26
26426,POINT (-84.16309143002226 10.139691580985883),24
26427,POINT (-84.16309143002226 10.149560980985882),25
26428,POINT (-84.16309143002226 10.159430380985881),25
26429,POINT (-84.16309143002226 10.169299780985881),25
26430,POINT (-84.16309143002226 10.17916918098588),25
26431,POINT (-84.16309143002226 10.18903858098588),25
26432,POINT (-84.16309143002226 10.19890798098588),30
26433,POINT (-84.16309143002226 10.208777380985879),30
26434,POINT (-84.16309143002226 10.218646780985878),29
26435,POINT (-84.16309143002226 10.228516180985878),30
26436,POINT (-84.16309143002226 10.238385580985877),35
26437,POINT (-84.16309143002226 10.248254980985877),34
26438,POINT (-84.16309143002226 10.258124380985876),36
26439,POINT (-84.16309143002226 10.267993780985876),40
26440,POINT (-84.16309143002226 10.277863180985875),39
26441,POINT (-84.16309143002226 10.287732580985875),41
26442,POINT (-84.16309143002226 10.297601980985874),43
26443,POINT (-84.16309143002226 10.307471380985874),44
26444,POINT (-84.16309143002226 10.317340780985873),44
26445,POINT (-84.16309143002226 10.327210180985873),44
26446,POINT (-84.16309143002226 10.337079580985872),45
26447,POINT (-84.16309143002226 10.346948980985871),45
26448,POINT (-84.16309143002226 10.356818380985871),46
26449,POINT (-84.16309143002226 10.36668778098587),50
26450,POINT (-84.16309143002226 10.37655718098587),50
26451,POINT (-84.16309143002226 10.38642658098587),51
26452,POINT (-84.16309143002226 10.396295980985869),51
26453,POINT (-84.16309143002226 10.406165380985868),50
26454,POINT (-84.16309143002226 10.416034780985868),51
26455,POINT (-84.16309143002226 10.425904180985867),52
26456,POINT (-84.16309143002226 10.435773580985867),52
26457,POINT (-84.16309143002226 10.445642980985866),52
26458,POINT (-84.16309143002226 10.455512380985866),52
26459,POINT (-84.16309143002226 10.465381780985865),53
26460,POINT (-84.16309143002226 10.475251180985865),53
26461,POINT (-84.16309143002226 10.485120580985864),52
26462,POINT (-84.16309143002226 10.494989980985864),51
26463,POINT (-84.16309143002226 10.504859380985863),50
26464,POINT (-84.16309143002226 10.514728780985862),50
26465,POINT (-84.16309143002226 10.524598180985862),50
26466,POINT (-84.16309143002226 10.534467580985861),49
26467,POINT (-84.16309143002226 10.544336980985861),49
26468,POINT (-84.16309143002226 10.55420638098586),48
26469,POINT (-84.16309143002226 10.56407578098586),47
26470,POINT (-84.16309143002226 10.57394518098586),47
26471,POINT (-84.16309143002226 10.583814580985859),45
26472,POINT (-84.16309143002226 10.593683980985858),45
26473,POINT (-84.16309143002226 10.603553380985858),44
26474,POINT (-84.16309143002226 10.613422780985857),43
26475,POINT (-84.16309143002226 10.623292180985857),43
26476,POINT (-84.16309143002226 10.633161580985856),43
26477,POINT (-84.16309143002226 10.643030980985856),43
26478,POINT (-84.16309143002226 10.652900380985855),42
26479,POINT (-84.16309143002226 10.662769780985855),43
26480,POINT (-84.16309143002226 10.672639180985854),43
26481,POINT (-84.16309143002226 10.682508580985854),43
26482,POINT (-84.16309143002226 10.692377980985853),42
26483,POINT (-84.16309143002226 10.702247380985852),42
26484,POINT (-84.16309143002226 10.712116780985852),42
26485,POINT (-84.16309143002226 10.721986180985851),43
26486,POINT (-84.16309143002226 10.731855580985851),43
26487,POINT (-84.16309143002226 10.74172498098585),41
26488,POINT (-84.16309143002226 10.75159438098585),42
26489,POINT (-84.16309143002226 10.76146378098585),41
26490,POINT (-84.16309143002226 10.771333180985849),40
26491,POINT (-84.16309143002226 10.781202580985848),40
26492,POINT (-84.15500673002227 9.419225380985921),42
26493,POINT (-84.15500673002227 9.42909478098592),42
26494,POINT (-84.15500673002227 9.43896418098592),42
26495,POINT (-84.15500673002227 9.44883358098592),42
26496,POINT (-84.15500673002227 9.458702980985919),42
26497,POINT (-84.15500673002227 9.468572380985918),42
26498,POINT (-84.15500673002227 9.478441780985918),42
26499,POINT (-84.15500673002227 9.488311180985917),41
26500,POINT (-84.15500673002227 9.498180580985917),41
26501,POINT (-84.15500673002227 9.508049980985916),42
26502,POINT (-84.15500673002227 9.517919380985916),42
26503,POINT (-84.15500673002227 9.527788780985915),42
26504,POINT (-84.15500673002227 9.537658180985915),42
26505,POINT (-84.15500673002227 9.547527580985914),42
26506,POINT (-84.15500673002227 9.557396980985914),42
26507,POINT (-84.15500673002227 9.567266380985913),40
26508,POINT (-84.15500673002227 9.577135780985913),41
26509,POINT (-84.15500673002227 9.587005180985912),40
26510,POINT (-84.15500673002227 9.596874580985912),40
26511,POINT (-84.15500673002227 9.606743980985911),36
26512,POINT (-84.15500673002227 9.61661338098591),37
26513,POINT (-84.15500673002227 9.62648278098591),34
26514,POINT (-84.15500673002227 9.63635218098591),33
26515,POINT (-84.15500673002227 9.646221580985909),33
26516,POINT (-84.15500673002227 9.656090980985908),33
26517,POINT (-84.15500673002227 9.665960380985908),32
26518,POINT (-84.15500673002227 9.675829780985907),30
26519,POINT (-84.15500673002227 9.685699180985907),28
26520,POINT (-84.15500673002227 9.695568580985906),24
26521,POINT (-84.15500673002227 9.705437980985906),24
26522,POINT (-84.15500673002227 9.715307380985905),23
26523,POINT (-84.15500673002227 9.725176780985905),22
26524,POINT (-84.15500673002227 9.735046180985904),22
26525,POINT (-84.15500673002227 9.744915580985904),23
26526,POINT (-84.15500673002227 9.754784980985903),24
26527,POINT (-84.15500673002227 9.764654380985903),21
26528,POINT (-84.15500673002227 9.774523780985902),21
26529,POINT (-84.15500673002227 9.784393180985901),21
26530,POINT (-84.15500673002227 9.794262580985901),19
26531,POINT (-84.15500673002227 9.8041319809859),18
26532,POINT (-84.15500673002227 9.8140013809859),19
26533,POINT (-84.15500673002227 9.8238707809859),20
26534,POINT (-84.15500673002227 9.833740180985899),19
26535,POINT (-84.15500673002227 9.843609580985898),21
26536,POINT (-84.15500673002227 9.853478980985898),23
26537,POINT (-84.15500673002227 9.863348380985897),22
26538,POINT (-84.15500673002227 9.873217780985897),23
26539,POINT (-84.15500673002227 9.883087180985896),23
26540,POINT (-84.15500673002227 9.892956580985896),21
26541,POINT (-84.15500673002227 9.902825980985895),20
26542,POINT (-84.15500673002227 9.912695380985895),19
26543,POINT (-84.15500673002227 9.922564780985894),19
26544,POINT (-84.15500673002227 9.932434180985894),19
26545,POINT (-84.15500673002227 9.942303580985893),21
26546,POINT (-84.15500673002227 9.952172980985893),20
26547,POINT (-84.15500673002227 9.962042380985892),19
26548,POINT (-84.15500673002227 9.971911780985891),19
26549,POINT (-84.15500673002227 9.981781180985891),19
26550,POINT (-84.15500673002227 9.99165058098589),20
26551,POINT (-84.15500673002227 10.00151998098589),19
26552,POINT (-84.15500673002227 10.01138938098589),20
26553,POINT (-84.15500673002227 10.021258780985889),22
26554,POINT (-84.15500673002227 10.031128180985888),20
26555,POINT (-84.15500673002227 10.040997580985888),19
26556,POINT (-84.15500673002227 10.050866980985887),20
26557,POINT (-84.15500673002227 10.060736380985887),21
26558,POINT (-84.15500673002227 10.070605780985886),22
26559,POINT (-84.15500673002227 10.080475180985886),20
26560,POINT (-84.15500673002227 10.090344580985885),22
26561,POINT (-84.15500673002227 10.100213980985885),22
26562,POINT (-84.15500673002227 10.110083380985884),24
26563,POINT (-84.15500673002227 10.119952780985884),26
26564,POINT (-84.15500673002227 10.129822180985883),24
26565,POINT (-84.15500673002227 10.139691580985883),25
26566,POINT (-84.15500673002227 10.149560980985882),25
26567,POINT (-84.15500673002227 10.159430380985881),25
26568,POINT (-84.15500673002227 10.169299780985881),26
26569,POINT (-84.15500673002227 10.17916918098588),25
26570,POINT (-84.15500673002227 10.18903858098588),26
26571,POINT (-84.15500673002227 10.19890798098588),30
26572,POINT (-84.15500673002227 10.208777380985879),28
26573,POINT (-84.15500673002227 10.218646780985878),32
26574,POINT (-84.15500673002227 10.228516180985878),33
26575,POINT (-84.15500673002227 10.238385580985877),36
26576,POINT (-84.15500673002227 10.248254980985877),35
26577,POINT (-84.15500673002227 10.258124380985876),37
26578,POINT (-84.15500673002227 10.267993780985876),40
26579,POINT (-84.15500673002227 10.277863180985875),38
26580,POINT (-84.15500673002227 10.287732580985875),42
26581,POINT (-84.15500673002227 10.297601980985874),44
26582,POINT (-84.15500673002227 10.307471380985874),44
26583,POINT (-84.15500673002227 10.317340780985873),44
